,TXNAME,GENENAME
667,ENSMUST00000004774.3,Aqp1
668,ENSMUST00000004780.15,Arid3b
669,ENSMUST00000004784.10,Cnn2
670,ENSMUST00000004786.9,Polr2e
671,ENSMUST00000004827.13,Ly9
672,ENSMUST00000004829.12,Cd244
673,ENSMUST00000004850.7,Emr1
674,ENSMUST00000004868.5,Mtfp1
675,ENSMUST00000004892.6,Rab11a
676,ENSMUST00000004910.11,Eif2b2
677,ENSMUST00000004913.6,Pgf
678,ENSMUST00000004920.3,Ulk2
679,ENSMUST00000004936.9,Ccl24
680,ENSMUST00000004943.1,Tmed11
681,ENSMUST00000004949.7,Traf6
682,ENSMUST00000004955.13,Prpsap2
683,ENSMUST00000004959.2,Grap
684,ENSMUST00000004964.14,Pou1f1
685,ENSMUST00000004965.7,Chmp2b
686,ENSMUST00000004968.10,Plod3
687,ENSMUST00000004985.10,Brpf3
688,ENSMUST00000004986.13,Mapk13
689,ENSMUST00000004987.16,Srpk1
690,ENSMUST00000004990.13,Mapk14
691,ENSMUST00000004994.15,Pax3
692,ENSMUST00000005003.11,Lbr
693,ENSMUST00000005014.8,Hapln2
694,ENSMUST00000005015.9,Prcc
695,ENSMUST00000005016.15,Rrnad1
696,ENSMUST00000005017.14,Hdgf
697,ENSMUST00000005019.5,Crabp2
698,ENSMUST00000005041.14,U2af2
699,ENSMUST00000005051.5,Ldha
700,ENSMUST00000005053.13,Tmem242
701,ENSMUST00000005057.6,Thop1
702,ENSMUST00000005064.13,Pias4
703,ENSMUST00000005066.8,Map2k1
704,ENSMUST00000005067.5,Sgta
705,ENSMUST00000005069.7,Nmrk2
706,ENSMUST00000005072.9,Dtx2
707,ENSMUST00000005073.12,Zp3
708,ENSMUST00000005077.6,Hspb1
709,ENSMUST00000005103.11,Nfe2l3
710,ENSMUST00000005108.9,Kdm5a
711,ENSMUST00000005114.9,Fxyd4
712,ENSMUST00000005120.11,Ccdc130
713,ENSMUST00000005122.3,Mri1
714,ENSMUST00000005164.11,Prkacb
715,ENSMUST00000005173.10,Sgsh
716,ENSMUST00000005175.4,Chd5
717,ENSMUST00000005185.7,Cstb
718,ENSMUST00000005188.13,Sh2b2
719,ENSMUST00000005218.14,Cd44
720,ENSMUST00000005220.10,Slc1a2
721,ENSMUST00000005233.11,Eif2ak4
722,ENSMUST00000005234.12,Wdr1
723,ENSMUST00000005238.12,Slc2a9
724,ENSMUST00000005255.8,Wisp1
725,ENSMUST00000005256.13,Ndrg1
726,ENSMUST00000005262.1,4930550C14Rik
727,ENSMUST00000005279.7,Klf5
728,ENSMUST00000005292.14,Prdx2
729,ENSMUST00000005334.2,Shbg
730,ENSMUST00000005336.8,Senp3
731,ENSMUST00000005352.9,Corin
732,ENSMUST00000005364.11,G6pc2
733,ENSMUST00000005365.14,Spc25
734,ENSMUST00000005371.11,Trp53
735,ENSMUST00000005394.12,Ufd1l
736,ENSMUST00000005399.9,Zfp287
737,ENSMUST00000005400.12,Prlr
738,ENSMUST00000005406.11,App
739,ENSMUST00000005413.3,Zfp112
740,ENSMUST00000005431.5,Letm1
741,ENSMUST00000005452.5,Fgfr4
742,ENSMUST00000005470.4,Cadm3
743,ENSMUST00000005477.5,Cyp2b10
744,ENSMUST00000005487.11,Txn2
745,ENSMUST00000005488.8,Casp14
746,ENSMUST00000005490.9,Slc1a6
747,ENSMUST00000005493.13,Slc1a3
748,ENSMUST00000005503.4,Msh6
749,ENSMUST00000005504.14,Fbxo11
750,ENSMUST00000005507.9,Mlxipl
751,ENSMUST00000005508.13,Tbl2
752,ENSMUST00000005509.10,Stx1a
753,ENSMUST00000005518.15,Suv420h1
754,ENSMUST00000005532.8,Nid1
755,ENSMUST00000005548.7,Hmox1
756,ENSMUST00000005578.12,Cic
757,ENSMUST00000005583.11,Pafah1b3
758,ENSMUST00000005592.6,Siglecg
759,ENSMUST00000005597.8,Zfp658
760,ENSMUST00000005600.5,Rfx1
761,ENSMUST00000005601.8,Il27ra
762,ENSMUST00000005606.7,Prkaca
763,ENSMUST00000005607.8,Asf1b
764,ENSMUST00000005611.9,Myl10
765,ENSMUST00000005616.15,Pkn1
766,ENSMUST00000005620.9,Dnajb1
767,ENSMUST00000005630.10,Msh4
768,ENSMUST00000005643.13,Celf1
769,ENSMUST00000005647.3,Ndufs3
770,ENSMUST00000005651.12,Por
771,ENSMUST00000005669.8,Cyp2b13
772,ENSMUST00000005671.9,Igf1r
773,ENSMUST00000005678.5,Fcer2a
774,ENSMUST00000005685.14,Cyp2a5
775,ENSMUST00000005692.13,Atp4a
776,ENSMUST00000005705.7,Trim28
777,ENSMUST00000005711.5,Chmp2a
778,ENSMUST00000005714.13,Ube2m
779,ENSMUST00000005719.3,Adcy9
780,ENSMUST00000005722.13,Mef2c
781,ENSMUST00000005749.5,Ctr9
782,ENSMUST00000005751.12,Mrvi1
783,ENSMUST00000005768.7,Pip5k1a
784,ENSMUST00000005769.12,Tmod4
785,ENSMUST00000005791.13,Cabp5
786,ENSMUST00000005798.8,Snx6
787,ENSMUST00000005810.8,Mthfd2
788,ENSMUST00000005815.6,Kit
789,ENSMUST00000005817.8,Tomm40l
790,ENSMUST00000005820.10,Nr1i3
791,ENSMUST00000005824.11,Apoa2
792,ENSMUST00000005825.7,Pan2
793,ENSMUST00000005826.8,Cs
794,ENSMUST00000005829.12,Ampd3
795,ENSMUST00000005830.14,Bcas2
796,ENSMUST00000005839.10,Sh2d1a
797,ENSMUST00000005841.15,Ctcf
798,ENSMUST00000005849.10,Agrp
799,ENSMUST00000005860.15,Pvalb
800,ENSMUST00000005862.8,Tfap4
801,ENSMUST00000005889.15,Vav1
802,ENSMUST00000005891.6,Klk9
803,ENSMUST00000005907.11,Cd247
804,ENSMUST00000005923.6,Psmb4
805,ENSMUST00000005933.3,Klk1b16
806,ENSMUST00000005950.11,Mmp12
807,ENSMUST00000005952.10,Slc30a4
808,ENSMUST00000005953.10,Sqrdl
809,ENSMUST00000005954.8,Bloc1s6
810,ENSMUST00000005964.6,Adh5
811,ENSMUST00000005975.7,Gpr108
812,ENSMUST00000005976.7,Tnfsf14
813,ENSMUST00000006005.11,Pth1r
814,ENSMUST00000006020.7,Cnga2
815,ENSMUST00000006027.6,Reep5
816,ENSMUST00000006029.10,Arhgap8
817,ENSMUST00000006035.12,Ergic3
818,ENSMUST00000006036.12,Uqcc1
819,ENSMUST00000006037.12,Ncoa2
820,ENSMUST00000006046.4,Trh
821,ENSMUST00000006053.12,Smpd4
822,ENSMUST00000006061.12,Pex1
823,ENSMUST00000006071.13,Otx1
824,ENSMUST00000006094.5,Cyp2d26
825,ENSMUST00000006101.3,Itgae
826,ENSMUST00000006103.8,Ctns
827,ENSMUST00000006104.9,P2rx5
828,ENSMUST00000006105.6,Shpk
829,ENSMUST00000006106.13,Trpv1
830,ENSMUST00000006112.6,Ephb3
831,ENSMUST00000006123.10,Tuft1
832,ENSMUST00000006128.6,Rcn1
833,ENSMUST00000006136.10,Dnase1
834,ENSMUST00000006137.8,Trap1
835,ENSMUST00000006139.7,1700037C18Rik
836,ENSMUST00000006151.12,Tyrp1
837,ENSMUST00000006167.12,BC003331
838,ENSMUST00000006171.15,Prg4
839,ENSMUST00000006178.4,Kptn
840,ENSMUST00000006181.6,Napa
841,ENSMUST00000006205.13,Ankhd1
842,ENSMUST00000006209.4,Sra1
843,ENSMUST00000006217.9,Snf8
844,ENSMUST00000006221.13,Vps54
845,ENSMUST00000006235.8,Ctsb
846,ENSMUST00000006254.5,Tbcb
847,ENSMUST00000006286.8,Inpp5k
848,ENSMUST00000006293.4,Crkl
849,ENSMUST00000006301.10,Lrwd1
850,ENSMUST00000006303.10,Upk3bl
851,ENSMUST00000006311.12,Tead4
852,ENSMUST00000006341.3,Prss16
853,ENSMUST00000006353.13,Cdkal1
854,ENSMUST00000006362.3,Rhox6
855,ENSMUST00000006367.7,Htra1
856,ENSMUST00000006377.12,Zbtb17
857,ENSMUST00000006378.8,Clcnkb
858,ENSMUST00000006380.4,Fam131c
859,ENSMUST00000006381.10,Fblim1
860,ENSMUST00000006391.4,Serpinb9
861,ENSMUST00000006392.2,Serpinb9b
862,ENSMUST00000006397.6,Epor
863,ENSMUST00000006403.6,Ccdc159
864,ENSMUST00000006415.5,Plcb2
865,ENSMUST00000006424.7,Mob1b
866,ENSMUST00000006431.7,Atp6v1b1
867,ENSMUST00000006435.7,Atp6v1b2
868,ENSMUST00000006444.8,Tep1
869,ENSMUST00000006451.7,Ttc5
870,ENSMUST00000006452.12,Osgep
871,ENSMUST00000006462.13,Aamp
872,ENSMUST00000006467.13,Arpc2
873,ENSMUST00000006470.13,Kmt2b
874,ENSMUST00000006476.5,Upk1a
875,ENSMUST00000006478.9,Tmem147
876,ENSMUST00000006496.14,Rps9
877,ENSMUST00000006508.9,Ggt1
878,ENSMUST00000006523.11,Crip1
879,ENSMUST00000006525.13,Cbfa2t3
880,ENSMUST00000006544.8,Gcat
881,ENSMUST00000006556.10,Mpl
882,ENSMUST00000006557.12,Elovl1
883,ENSMUST00000006559.13,Tpbg
884,ENSMUST00000006562.5,Hyi
885,ENSMUST00000006565.12,Cdc20
886,ENSMUST00000006578.9,Pvrl4
887,ENSMUST00000006579.4,Pfdn2
888,ENSMUST00000006587.6,Tmem189
889,ENSMUST00000006611.8,Srm
890,ENSMUST00000006614.2,Epha2
891,ENSMUST00000006618.8,Arhgef19
892,ENSMUST00000006625.7,Rbm14
893,ENSMUST00000006626.4,Actn3
894,ENSMUST00000006629.13,Sptbn1
895,ENSMUST00000006632.7,Zdhhc24
896,ENSMUST00000006638.7,Slc34a3
897,ENSMUST00000006646.14,Nsmf
898,ENSMUST00000006659.7,Prl7a1
899,ENSMUST00000006660.6,Prl7a2
900,ENSMUST00000006662.3,Prl8a9
901,ENSMUST00000006664.7,Prl8a1
902,ENSMUST00000006667.10,Gvin1
903,ENSMUST00000006669.5,Pdk1
904,ENSMUST00000006679.14,Prtn3
905,ENSMUST00000006687.4,Orm3
906,ENSMUST00000006692.5,Mvd
907,ENSMUST00000006697.16,Itih3
908,ENSMUST00000006701.7,Tmem110
909,ENSMUST00000006703.14,Itih4
910,ENSMUST00000006704.16,Itih1
911,ENSMUST00000006716.7,Wnt6
912,ENSMUST00000006718.14,Wnt10a
913,ENSMUST00000006721.2,Cryba2
914,ENSMUST00000006742.10,Atp7b
915,ENSMUST00000006745.3,Defb2
916,ENSMUST00000006749.9,Slc4a1
917,ENSMUST00000006750.7,Rundc3a
918,ENSMUST00000006754.13,Ubtf
919,ENSMUST00000006760.2,Cdt1
920,ENSMUST00000006761.9,Runx1t1
921,ENSMUST00000006762.6,Snai3
922,ENSMUST00000006764.8,Aprt
923,ENSMUST00000006774.10,Gtf2h1
924,ENSMUST00000006785.7,Slc17a1
925,ENSMUST00000006786.10,Slc17a2
926,ENSMUST00000006787.7,Hfe
927,ENSMUST00000006792.5,Ncr1
928,ENSMUST00000006814.8,Abhd1
929,ENSMUST00000006818.3,Tcf23
930,ENSMUST00000006825.8,Nphs1
931,ENSMUST00000006828.8,Aplp1
932,ENSMUST00000006838.15,Qars
933,ENSMUST00000006851.14,Qrich1
934,ENSMUST00000006853.10,P4htm
935,ENSMUST00000006854.12,Usp19
936,ENSMUST00000006856.2,Pola1
937,ENSMUST00000006893.8,D130043K22Rik
938,ENSMUST00000006898.9,Gmnn
939,ENSMUST00000006900.6,Acot13
940,ENSMUST00000006903.7,Zfp184
941,ENSMUST00000006911.11,Cdk4
942,ENSMUST00000006912.11,Pip4k2a
943,ENSMUST00000006914.10,B4galnt1
944,ENSMUST00000006915.13,Mettl1
945,ENSMUST00000006949.8,Tph2
946,ENSMUST00000006952.8,Saa4
947,ENSMUST00000006956.8,Saa3
948,ENSMUST00000006963.2,Krt28
949,ENSMUST00000006969.7,Krt23
950,ENSMUST00000006973.11,Kat2a
951,ENSMUST00000006976.7,Ttc25
952,ENSMUST00000006991.8,Hcn1
953,ENSMUST00000007005.13,Acat2
954,ENSMUST00000007007.13,Wtap
955,ENSMUST00000007012.5,Sod2
956,ENSMUST00000007042.5,Ik
957,ENSMUST00000007046.8,Tmco6
958,ENSMUST00000007130.14,Ctnnb1
959,ENSMUST00000007131.15,Acly
960,ENSMUST00000007139.5,Eif1b
961,ENSMUST00000007156.4,Klk1b11
962,ENSMUST00000007161.7,Klk4
963,ENSMUST00000007171.12,Chrd
964,ENSMUST00000007207.14,Clcn2
965,ENSMUST00000007212.8,Psmd2
966,ENSMUST00000007216.8,Ap2m1
967,ENSMUST00000007236.4,Syngr3
968,ENSMUST00000007245.7,Vwa7
969,ENSMUST00000007248.4,Hspa1l
970,ENSMUST00000007249.14,Slc44a4
971,ENSMUST00000007250.13,Msh5
972,ENSMUST00000007251.13,Abhd16a
973,ENSMUST00000007253.5,Neu1
974,ENSMUST00000007255.12,Ddah2
975,ENSMUST00000007257.9,Clic1
976,ENSMUST00000007259.3,Ly6g6d
977,ENSMUST00000007266.13,Lsm2
978,ENSMUST00000007272.7,Krt14
979,ENSMUST00000007275.2,Krt13
980,ENSMUST00000007280.8,Krt16
981,ENSMUST00000007296.11,Pole
982,ENSMUST00000007301.13,Myh3
983,ENSMUST00000007317.7,Krt19
984,ENSMUST00000007318.1,Krt31
985,ENSMUST00000007340.3,Atp12a
986,ENSMUST00000007423.11,Scube2
987,ENSMUST00000007433.4,Gm28040
988,ENSMUST00000007444.13,Strada
989,ENSMUST00000007449.8,Akr1b7
990,ENSMUST00000007482.7,Mrpl49
991,ENSMUST00000007533.14,Vps25
992,ENSMUST00000007559.14,Gatad1
993,ENSMUST00000007584.3,PCDHA9
994,ENSMUST00000007601.3,2310003L06Rik
995,ENSMUST00000007602.14,M6pr
996,ENSMUST00000007708.13,Ppp2r1a
997,ENSMUST00000007733.7,Tinf2
998,ENSMUST00000007735.8,Tssk4
999,ENSMUST00000007738.10,Hapln4
1000,ENSMUST00000007747.9,Dus3l
1001,ENSMUST00000007754.12,Gtpbp3
1002,ENSMUST00000007757.14,Tgfbr1
1003,ENSMUST00000007790.10,Rad51c
1004,ENSMUST00000007797.9,Gabrb2
1005,ENSMUST00000007799.12,Cav1
1006,ENSMUST00000007800.7,Arpp19
1007,ENSMUST00000007803.11,Bcl2l1
1008,ENSMUST00000007814.9,Khsrp
1009,ENSMUST00000007865.6,Ccdc124
1010,ENSMUST00000007884.14,Zfp54
1011,ENSMUST00000007921.8,0610009B22Rik
1012,ENSMUST00000007949.3,Twist2
1013,ENSMUST00000007959.13,Rhoa
1014,ENSMUST00000007961.14,Zmiz1
1015,ENSMUST00000007980.6,Hnrnpa0
1016,ENSMUST00000007981.8,Prrg2
1017,ENSMUST00000007993.15,Rbm28
1018,ENSMUST00000008004.9,Ddx49
1019,ENSMUST00000008011.7,Gm9946
1020,ENSMUST00000008016.2,Id3
1021,ENSMUST00000008021.2,Tcap
1022,ENSMUST00000008024.6,Arid1a
1023,ENSMUST00000008032.13,Crlf1
1024,ENSMUST00000008036.8,Rplp1
1025,ENSMUST00000008051.4,Cabs1
1026,ENSMUST00000008052.12,Hmgcll1
1027,ENSMUST00000008088.8,Ttc9b
1028,ENSMUST00000008090.10,Phox2a
1029,ENSMUST00000008094.9,Abhd8
1030,ENSMUST00000008131.9,Ift22
1031,ENSMUST00000008179.6,Mid1ip1
1032,ENSMUST00000008273.7,Prok2
1033,ENSMUST00000008280.13,Fhl2
1034,ENSMUST00000008297.4,Clstn3
1035,ENSMUST00000008350.15,Cers4
1036,ENSMUST00000008445.6,Phax
1037,ENSMUST00000008451.11,1700109H08Rik
1038,ENSMUST00000008462.10,Relt
1039,ENSMUST00000008477.12,Snrpb2
1040,ENSMUST00000008517.12,Prpf31
1041,ENSMUST00000008528.7,Sertad1
1042,ENSMUST00000008537.9,Carhsp1
1043,ENSMUST00000008542.11,Elk3
1044,ENSMUST00000008573.8,Herpud2
1045,ENSMUST00000008579.13,Rdh13
1046,ENSMUST00000008582.3,Adam21
1047,ENSMUST00000008594.8,Nutf2
1048,ENSMUST00000008605.5,Fut1
1049,ENSMUST00000008626.9,Rnf151
1050,ENSMUST00000008633.14,Elavl2
1051,ENSMUST00000008684.10,Mgst1
1052,ENSMUST00000008733.14,Dnajb6
1053,ENSMUST00000008734.4,Htr3b
1054,ENSMUST00000008745.12,Rab25
1055,ENSMUST00000008748.7,Ubqln4
1056,ENSMUST00000008801.6,Cyp4f15
1057,ENSMUST00000008812.8,Rps18
1058,ENSMUST00000008826.13,Rpl10
1059,ENSMUST00000008830.9,Zfp955a
1060,ENSMUST00000008847.6,Vav1
1061,ENSMUST00000008878.9,Gprc5b
1062,ENSMUST00000008893.8,Coro1b
1063,ENSMUST00000008907.13,Man1a2
1064,ENSMUST00000008957.12,Tppp2
1065,ENSMUST00000008966.12,Acyp1
1066,ENSMUST00000008987.4,Cldn13
1067,ENSMUST00000008991.7,Sptbn2
1068,ENSMUST00000008995.14,Hdac4
1069,ENSMUST00000008999.11,Hdac5
1070,ENSMUST00000009003.8,Rala
1071,ENSMUST00000009018.3,Clec3a
1072,ENSMUST00000009036.10,Vdac3
1073,ENSMUST00000009039.5,Rpl30
1074,ENSMUST00000009058.9,Abcb1b
1075,ENSMUST00000009099.12,Mta1
1076,ENSMUST00000009102.8,Vps72
1077,ENSMUST00000009120.7,Gabpa
1078,ENSMUST00000009138.12,Stk38
1079,ENSMUST00000009143.7,Bmp7
1080,ENSMUST00000009157.3,Dynll1
1081,ENSMUST00000009174.14,Pdcl
1082,ENSMUST00000009191.3,Gm5965
1083,ENSMUST00000009214.9,Rsph14
1084,ENSMUST00000009219.2,Cabp7
1085,ENSMUST00000009220.4,Zmat5
1086,ENSMUST00000009234.15,Ap1b1
1087,ENSMUST00000009236.5,Derl3
1088,ENSMUST00000009241.6,Tbx1
1089,ENSMUST00000009256.3,Bcl2l13
1090,ENSMUST00000009259.4,Spatc1l
1091,ENSMUST00000009321.10,Dgcr8
1092,ENSMUST00000009329.2,Ccl8
1093,ENSMUST00000009340.9,Mnda
1094,ENSMUST00000009344.15,Xpo6
1095,ENSMUST00000009354.9,2310007L24Rik
1096,ENSMUST00000009356.10,Serpinb2
1097,ENSMUST00000009358.8,Tmem8c
1098,ENSMUST00000009390.9,Trpm5
1099,ENSMUST00000009392.5,Ascl2
1100,ENSMUST00000009396.12,Tspan32
1101,ENSMUST00000009411.8,Zfp212
1102,ENSMUST00000009420.14,Repin1
1103,ENSMUST00000009425.6,Rarres2
1104,ENSMUST00000009435.11,Pttg1ip
1105,ENSMUST00000009522.3,Slc16a12
1106,ENSMUST00000009530.4,Timp1
1107,ENSMUST00000009538.11,Syn2
1108,ENSMUST00000009550.13,Elk1
1109,ENSMUST00000009617.9,Kcnc4
1110,ENSMUST00000009667.11,Ush1c
1111,ENSMUST00000009679.10,Rnmt
1112,ENSMUST00000009689.10,Kcnq1
1113,ENSMUST00000009693.14,Srp14
1114,ENSMUST00000009695.2,6330409D20Rik
1115,ENSMUST00000009699.15,Cdk9
1116,ENSMUST00000009705.13,Eng
1117,ENSMUST00000009707.13,Tor2a
1118,ENSMUST00000009713.13,Mkl2
1119,ENSMUST00000009727.11,Syngr1
1120,ENSMUST00000009728.12,Syngr1
1121,ENSMUST00000009732.7,St6galnac1
1122,ENSMUST00000009740.8,Taf7l
1123,ENSMUST00000009772.7,Tex15
1124,ENSMUST00000009774.10,Ppp2cb
1125,ENSMUST00000009777.3,G0s2
1126,ENSMUST00000009789.14,P4ha1
1127,ENSMUST00000009790.13,Pla2g12b
1128,ENSMUST00000009791.6,Mcu
1129,ENSMUST00000009798.4,Oit3
1130,ENSMUST00000009814.9,Tex11
1131,ENSMUST00000009831.13,Fxyd5
1132,ENSMUST00000009875.4,Kcnd1
1133,ENSMUST00000009877.7,Tfcp2
1134,ENSMUST00000009885.13,Ubp1
1135,ENSMUST00000009972.5,Ick
1136,ENSMUST00000010007.8,Sdhb
1137,ENSMUST00000010020.11,Cox4i2
1138,ENSMUST00000010038.9,Snap47
1139,ENSMUST00000010044.7,Wnt3a
1140,ENSMUST00000010049.5,Kdsr
1141,ENSMUST00000010085.3,Nxf2
1142,ENSMUST00000010127.11,Tktl1
1143,ENSMUST00000010188.8,Zmynd10
1144,ENSMUST00000010189.2,Tmem115
1145,ENSMUST00000010191.12,Hyal2
1146,ENSMUST00000010192.10,Ifrd2
1147,ENSMUST00000010195.13,Hyal1
1148,ENSMUST00000010198.4,Tusc2
1149,ENSMUST00000010201.8,Nprl2
1150,ENSMUST00000010205.8,Gnat1
1151,ENSMUST00000010208.13,Slc38a3
1152,ENSMUST00000010210.12,Cacna2d2
1153,ENSMUST00000010211.6,Rassf1
1154,ENSMUST00000010224.13,Epn3
1155,ENSMUST00000010239.5,Slc3a2
1156,ENSMUST00000010241.13,Nxf1
1157,ENSMUST00000010248.3,Nxf1
1158,ENSMUST00000010249.6,Taf6l
1159,ENSMUST00000010250.3,Slc22a6
1160,ENSMUST00000010251.10,Slc22a8
1161,ENSMUST00000010254.15,Stx5a
1162,ENSMUST00000010267.9,Slc47a1
1163,ENSMUST00000010278.11,Wdr77
1164,ENSMUST00000010279.9,Adora3
1165,ENSMUST00000010280.10,Pifo
1166,ENSMUST00000010286.7,Tnfrsf13b
1167,ENSMUST00000010298.6,Spire2
1168,ENSMUST00000010319.13,Prox1
1169,ENSMUST00000010348.6,Fdx1l
1170,ENSMUST00000010421.6,2610507B11Rik
1171,ENSMUST00000010434.7,AI597479
1172,ENSMUST00000010451.7,Tmem86a
1173,ENSMUST00000010502.12,Ifi35
1174,ENSMUST00000010506.9,Rdm1
1175,ENSMUST00000010520.9,Nedd8
1176,ENSMUST00000010536.8,Gosr1
1177,ENSMUST00000010550.11,Mrpl52
1178,ENSMUST00000010579.7,Spaca7
1179,ENSMUST00000010597.9,Kansl3
1180,ENSMUST00000010673.6,Gm266
1181,ENSMUST00000010682.3,Tsacc
1182,ENSMUST00000010698.12,Mettl16
1183,ENSMUST00000010736.8,Dazl
1184,ENSMUST00000010745.12,Apol7a
1185,ENSMUST00000010753.13,Psen2
1186,ENSMUST00000010795.4,Acaa1b
1187,ENSMUST00000010804.3,Plcd1
1188,ENSMUST00000010807.5,Fads1
1189,ENSMUST00000010899.13,Cars
1190,ENSMUST00000010904.4,Phlda2
1191,ENSMUST00000010940.10,Asz1
1192,ENSMUST00000010941.5,Wnt2
1193,ENSMUST00000010969.14,Grid2ip
1194,ENSMUST00000010974.8,Kdelr3
1195,ENSMUST00000010985.7,1700006E09Rik
1196,ENSMUST00000011029.11,Dnajc19
1197,ENSMUST00000011055.6,Apip
1198,ENSMUST00000011058.8,Pdhx
1199,ENSMUST00000011152.13,Mcoln2
1200,ENSMUST00000011178.4,Slc5a1
1201,ENSMUST00000011196.6,1700049J03Rik
1202,ENSMUST00000011262.3,Panx3
1203,ENSMUST00000011285.10,Fgf11
1204,ENSMUST00000011298.13,1700026D08Rik
1205,ENSMUST00000011302.8,Brf1
1206,ENSMUST00000011315.9,Vipr2
1207,ENSMUST00000011391.11,Prss45
1208,ENSMUST00000011398.12,Thg1l
1209,ENSMUST00000011400.7,Adam19
1210,ENSMUST00000011407.7,Exoc3l2
1211,ENSMUST00000011445.7,Cd209d
1212,ENSMUST00000011450.7,Sugp1
1213,ENSMUST00000011492.14,Acad9
1214,ENSMUST00000011493.5,Dmrtc2
1215,ENSMUST00000011526.6,Dhdh
1216,ENSMUST00000011607.5,Cpb1
1217,ENSMUST00000011623.8,Dennd1c
1218,ENSMUST00000011733.8,Fsd1
1219,ENSMUST00000011776.7,Pinlyp
1220,ENSMUST00000011877.12,Sptbn1
1221,ENSMUST00000011895.13,Sptbn4
1222,ENSMUST00000011896.7,Pgam1
1223,ENSMUST00000011934.12,Ttn
1224,ENSMUST00000011981.4,Snapc2
1225,ENSMUST00000012028.13,Gltp
1226,ENSMUST00000012104.6,Ccnt1
1227,ENSMUST00000012152.12,Dgcr2
1228,ENSMUST00000012161.4,Scarf2
1229,ENSMUST00000012186.8,4930579F01Rik
1230,ENSMUST00000012259.8,Med15
1231,ENSMUST00000012262.11,Dhdds
1232,ENSMUST00000012279.5,Gsc2
1233,ENSMUST00000012281.7,Bmp5
1234,ENSMUST00000012314.9,A530054K11Rik
1235,ENSMUST00000012331.6,Mogat1
1236,ENSMUST00000012348.8,Gstm2
1237,ENSMUST00000012355.13,Tex22
1238,ENSMUST00000012426.2,Wnt8a
1239,ENSMUST00000012440.13,Tjap1
1240,ENSMUST00000012540.4,Nanog
1241,ENSMUST00000012566.8,Tmem167
1242,ENSMUST00000012580.12,Hps3
1243,ENSMUST00000012587.3,Kif11
1244,ENSMUST00000012612.10,Zmiz2
1245,ENSMUST00000012627.4,Rpa3
1246,ENSMUST00000012664.10,Phox2b
1247,ENSMUST00000012679.14,Tnpo3
1248,ENSMUST00000012725.7,Zfp273
1249,ENSMUST00000012734.9,Dnajb6
1250,ENSMUST00000012759.13,Spaca6
1251,ENSMUST00000012796.13,Zfp715
1252,ENSMUST00000012798.13,Siglecf
1253,ENSMUST00000012847.2,Cd209a
1254,ENSMUST00000012849.14,Retn
1255,ENSMUST00000012873.15,AA987161
1256,ENSMUST00000012921.8,Acpt
1257,ENSMUST00000013130.14,Strn3
1258,ENSMUST00000013220.7,Amotl1
1259,ENSMUST00000013227.7,2200002J24Rik
1260,ENSMUST00000013235.5,Tmem190
1261,ENSMUST00000013262.14,Zkscan17
1262,ENSMUST00000013294.15,Gfod2
1263,ENSMUST00000013299.10,Enkd1
1264,ENSMUST00000013302.6,4933405L10Rik
1265,ENSMUST00000013304.7,Atp6v0d1
1266,ENSMUST00000013338.13,Arih2
1267,ENSMUST00000013455.12,Adh6a
1268,ENSMUST00000013458.8,Adh4
1269,ENSMUST00000013497.7,4931406B18Rik
1270,ENSMUST00000013559.2,Igf2bp1
1271,ENSMUST00000013615.13,Srrm3
1272,ENSMUST00000013633.11,Fgfrl1
1273,ENSMUST00000013667.2,Bcas1
1274,ENSMUST00000013693.10,Commd8
1275,ENSMUST00000013706.8,4833413E03Rik
1276,ENSMUST00000013737.12,Ndufs2
1277,ENSMUST00000013755.11,Snx31
1278,ENSMUST00000013759.5,Fnbp4
1279,ENSMUST00000013766.12,Atraid
1280,ENSMUST00000013771.14,Trim54
1281,ENSMUST00000013773.11,Cad
1282,ENSMUST00000013787.10,Lypd8
1283,ENSMUST00000013797.2,1810065E05Rik
1284,ENSMUST00000013807.7,Pten
1285,ENSMUST00000013842.11,Pea15a
1286,ENSMUST00000013845.12,Timm23
1287,ENSMUST00000013851.3,Tnfaip8l2
1288,ENSMUST00000013882.9,Crbn
1289,ENSMUST00000013886.8,Ppp1r12c
1290,ENSMUST00000013910.4,Ly6g6e
1291,ENSMUST00000013931.11,Ehmt2
1292,ENSMUST00000013949.14,Birc3
1293,ENSMUST00000013966.7,Elof1
1294,ENSMUST00000013970.8,Pip4k2c
1295,ENSMUST00000013995.12,Abca4
1296,ENSMUST00000014022.14,Rnf170
1297,ENSMUST00000014058.10,Klk10
1298,ENSMUST00000014063.5,Klk12
1299,ENSMUST00000014065.15,Clip3
1300,ENSMUST00000014072.5,Thap8
1301,ENSMUST00000014080.12,Myl2
1302,ENSMUST00000014089.8,Gpc2
1303,ENSMUST00000014118.3,Mcemp1
1304,ENSMUST00000014174.13,Pax5
1305,ENSMUST00000014218.14,Rnf168
1306,ENSMUST00000014220.14,Tctex1d2
1307,ENSMUST00000014221.12,Chp1
1308,ENSMUST00000014248.10,Sval2
1309,ENSMUST00000014263.5,Ugt1a6a
1310,ENSMUST00000014290.14,Apbb1ip
1311,ENSMUST00000014321.4,Tvp23b
1312,ENSMUST00000014339.14,Dnajc7
1313,ENSMUST00000014370.10,Cacybp
1314,ENSMUST00000014389.5,Pigl
